,start,end,device_id,xy,meter_number,meter_installation,srn_number,account_number,region,county,type_of_industry,metering_installation,programming_initial,programming_final,meter_terminal_initial,meter_terminal_final,test_block_initial,test_block_final,meter_body_seal_initial,meter_body_seal_final,smart_meter_enclosure_initial,smart_meter_enclosure_final,amr_initial,amr_final,other_seals,connection_configs,meter_voltage_at_site,ct_ratio_programmed,ct_ratio_at_meter,ct_ratio_installed,vt_ratio,ct_vt_done,ct_vt_match,mismatch_description,zera_test_done,error_trial_per,error_test_remarks,error_per,test_results_remarks,meter_pass_test,red_phase_amcorder,red_phase_meter,yellow_phase_amcoder,yellow_phase_meter,blue_phase_amcorder,blue_phase_meter,load_balancing,m_n_clamp_currents,time_actual,part_eight/time_meter,date_actual,date_meter,current_180_kwh,memory_180_kwh,image_180_kwh,current_280_kwh,memory_280_kwh,image_280_kwh,current_960_kva,memory_960_kva,current_150_kwh,memory_150_kwh,current_181_kwh,part_eight/memory_181_kwh,current_182_kwh,memory_182_kwh,instateneous_970_kva,instateneous_170_kva,red_phase_voltage,yellow_phase_voltage,blue_phase_voltage,red_phase_current,yellow_phase_current,blue_phase_current,power_factor,reading_remarks,solar_installation,solar_size,solar_installation_date,overall_remarks,declaration,instance_id,instance_name,submission_date,submitter_id,submitter_name
33,2025-08-08T14:44:08.203+03:00,2025-08-08T14:57:32.920+03:00,collect:Txc2FuXhwphk2M0a,"[36.8291449, -1.299139, 1641.199951171875]",040016111898,RAMCO printing,0.0,0,NAIROBI,NAIROBI NORTH,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,2015,2015,21913098,As above ,20796270,As above ,2015,2015,21913005,21916932,,,None ,3P4W,1/1/,500/5,1754653893183.jpg,500/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,Okay ,zera_test_done_no,,,,,,152.0,152.0,197.0,197.0,186.0,186.0,Ok,m_n_clamp_currents_yes,14:53:00.000+03:00,14:53:00.000+03:00,2025-08-08,2025-08-08,6388987,6372778,1754654029658.jpg,0,0,1754654053226.jpg,223.0,197.0,218.0,187.0,3879139,3867606,2509851,2505172,223.0,197.0,245.0,246.0,245.0,152.0,197.0,186.0,0.97,Ok,solar_installation_no,,,Okay ,declaration_yes,uuid:0fd82d58-f348-4bb3-9cef-ff232d0e50df,-1.299139 36.8291449 1641.199951171875 56.099998474121094,2025-08-08T11:57:37.687Z,241,KPL15731-mulandi
34,2025-08-08T13:44:49.398+03:00,2025-08-08T14:09:14.927+03:00,collect:GH8axLVX2ENG4Fgx,"[36.8703117, -1.30346, 1632.9]",040015010060,Jumbo spices,531711.0,173446796,NAIROBI,NAIROBI SOUTH,MANUFACTURING,AMR_METERING,20626899,20626899,21540502,21535785,21540507,21540507,None ,None ,None ,None ,21540568,21540568,None ,3P4W,1/1/,1000/5,1754650525748.jpg,1000/5,vt_ratio_1/1,y_n_no,ct_vt_match_yes,None ,zera_test_done_no,,,,,,52.0,52.0,31.0,31.0,37.0,37.0,Balanced ,m_n_clamp_currents_yes,13:58:00.000+03:00,13:58:00.000+03:00,2025-08-08,2025-08-08,13046242,13045243,1754650815812.jpg,3,3,1754650948880.jpg,39.0,56.0,31.0,50.0,8893196,8892251,4153047,4152991,30.0,22.0,242.0,242.0,242.0,52.0,27.0,33.0,0.6,Ok,solar_installation_no,,,Metering ok,declaration_yes,uuid:472b20a6-2272-41b6-948e-c86b9fb8b9a5,-1.30346 36.8703117 1632.9 25.399999618530273,2025-08-08T11:52:35.194Z,278,KPL05614-LIMO
35,2025-08-08T14:29:05.134+03:00,2025-08-08T14:45:39.939+03:00,collect:G1OsVykGIwMq4aId,"[36.9511822, -1.4165844, 1520.300048828125]",040016117028,Aracari cables Kenya limited ,8292862.0,82928627,NAIROBI,MACHAKOS,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,Plate ,Plate ,21541555,21595243,21541580,21541580,Plate ,Plate ,21595248,21595247,,,None ,3P4W,1/1/,300/5,1754653030658.jpg,300/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None ,zera_test_done_no,,,,,,76.0,75.0,60.0,60.0,68.0,68.0,Balanced ,m_n_clamp_currents_yes,14:38:00.000+03:00,14:38:00.000+03:00,2025-08-08,2025-08-08,1795447,1791246,1754653203806.jpg,0,0,1754653244047.jpg,54.0,89.0,49.0,83.0,1329252,1326068,466196,465178,,44.0,231.0,232.0,231.0,78.0,89.0,60.0,0.87,Okay ,solar_installation_no,,,Okay ,declaration_yes,uuid:48804353-6f9e-44ce-bfa7-6df059622e23,-1.4165844 36.9511822 1520.300048828125 22.39299964904785,2025-08-08T11:45:41.385Z,248,KPL52768-Musakue
36,2025-08-08T14:23:11.285+03:00,2025-08-08T14:44:10.417+03:00,collect:axfENzTQCUlIhXbm,"[36.7635992, -1.3944126, 1720.300048828125]",04001612105,Majid al Futtain Hypermarket ltd,3702325.0,170724070,NAIROBI,KAJIADO,SUPERMARKET,GROUND_MOUNTED_ELEVATED,A02187,A02187,Kpl21708235,Kpl21708235,N/A,N.A,16121015,16121015,Kpl21708214/kpl21708210,21862885,,,Kpl21708295,3P4W,1/1/,1000/5,1754652712630.jpg,1000/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,No mismatch ,zera_test_done_no,,,,,,200.0,200.0,86.0,86.0,93.0,93.0,Poor,m_n_clamp_currents_yes,14:35:00.000+03:00,14:35:00.000+03:00,2025-08-08,2025-08-08,303698,292730,1754653029622.jpg,0,0,1754653078988.jpg,123.0,121.0,122.0,121.0,163663,157302,140038,135427,68.0,65.0,236.0,238.0,236.0,111.0,95.0,70.0,0.98,Good,solar_installation_no,,,Installation ok,declaration_yes,uuid:aa6294e8-b43a-45fb-be26-3255572c6586,-1.3944126 36.7635992 1720.300048828125 75.43499755859375,2025-08-08T11:44:12.210Z,233,KPL16274-SAWE
37,2025-08-08T14:28:24.982+03:00,2025-08-08T14:42:52.369+03:00,collect:pv6IkcMuEpVFdPMO,"[40.1173683, -3.2025467, -23.5]",040016118060,Eden Rock hotel ltd,15352941.0,15352941,COAST,KILIFI,HOSPITALITY,GROUND_MOUNTED_ACCESSIBLE,N/A,N/A,22184463,22184463,20626553,20626553,2016,2016,22217886,22217839,,,"20626556,20626527 and 20626501",3P4W,1/1/,300/5,1754652931223.jpg,300/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,No mismatch,zera_test_done_no,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,No load,m_n_clamp_currents_yes,14:36:00.000+03:00,14:36:00.000+03:00,2025-08-08,2025-08-08,113112,113112,1754653041366.jpg,0,0,1754653068241.jpg,0.0,0.0,0.0,0.0,49072,49072,64039,64039,0.0,0.0,240.0,241.0,239.0,0.0,0.0,0.0,1.0,Constant reading,solar_installation_no,,,Meter and installation found okay. Faulty communication module. Meter is idle as no operations currently in the hotel. Smart Enclosure door lock faulty ,declaration_yes,uuid:cb40a2a7-52f3-4ace-92a7-4370e8ff383e,-3.2025467 40.1173683 -23.5 10.899999618530273,2025-08-08T11:42:52.764Z,245,KPL15750-OYARO
38,2025-08-08T14:12:24.884+03:00,2025-08-08T14:39:05.262+03:00,collect:qGIrdqXTIQFhnqze,"[36.8700437, -1.3035773, 1620]",040013030300,Easy clean,7435152.0,74351527,NAIROBI,NAIROBI SOUTH,MANUFACTURING,AMR_METERING,20MN,20MN,21539832,21535770,None,None,None,None,None,None,21539871,21535762,None,3P4W,1/1/,300/5,1754652268248.jpg,300/5,vt_ratio_1/1,y_n_no,ct_vt_match_yes,None,zera_test_done_no,,,,,,3.0,3.0,6.0,6.0,5.0,5.0,Balanced,m_n_clamp_currents_yes,14:26:00.000+03:00,14:26:00.000+03:00,2025-08-08,2025-08-08,169470,168734,1754652491357.jpg,0,0,1754652546434.jpg,27.0,41.0,26.0,41.0,154524,153823,14946,14910,3.45,3.12,239.0,239.0,240.0,3.4,6.4,5.5,0.98,Ok,solar_installation_no,,,Okay,declaration_yes,uuid:276e4a4c-3b19-4ecd-bd29-7224d725f746,-1.3035773 36.8700437 1620.0 26.533000946044922,2025-08-08T11:39:10.434Z,273,KPL86480-MULWA
39,2025-08-08T14:01:47.164+03:00,2025-08-08T14:35:41.335+03:00,collect:P1A1XiVEqZs5PrIc,"[36.8701948, -1.3033113, 1620.5999755859375]",040016116614,Ish plastic,56450703.0,56450703,NAIROBI,NAIROBI SOUTH,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,2016,2016,21539846,21535768,21539808,21539808,2016,2016,21535798,21535763,,,Non,3P4W,1/1/,1000/5,1754652511295.jpg,1000/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,Ok,zera_test_done_no,,,,,,83.0,83.0,66.0,65.0,90.0,92.0,Balanced,m_n_clamp_currents_yes,14:20:00.000+03:00,14:20:00.000+03:00,2025-08-08,2025-08-08,3318967,3311576,1754652093137.jpg,0,0,1754652129550.jpg,93.0,148.0,92.0,140.0,2287738,2283423,1031232,1028153,,60.0,240.0,240.0,240.0,73.0,65.0,92.0,0.95,Metering ok,solar_installation_no,,,No,declaration_yes,uuid:bb9dabc5-1e8b-41d2-8f0b-98472bcb91d5,-1.3033113 36.8701948 1620.5999755859375 8.699999809265137,2025-08-08T11:35:48.829Z,274,KPL84512-KEEN
40,2025-08-08T14:09:14.521+03:00,2025-08-08T14:27:15.899+03:00,collect:btwRkhG6ixoGvp8k,"[36.7976443, -1.2746341, 1686.199951171875]",40016118254,JIANGXI JUNJIE REAL ESTATE DEVELOPMENT COMPANY LIMITED ,12390328.0,136241205,NAIROBI,NAIROBI WEST,CONSTRUCTION,POLE_MOUNTED_ELEVATED,20367276,20367276,21785761,21785761,20896940,20896940,000032/36,000032/36,21807129,21771076,,,None ,3P4W,1/1/,300/5,1754651840860.jpg,300/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None ,zera_test_done_no,,,,,,0.0,0.0,0.0,0.0,0.22,0.24,Okay ,m_n_clamp_currents_yes,14:19:00.000+03:00,13:58:00.000+03:00,2025-08-08,2025-08-08,89742,89725,1754652060702.jpg,166,166,1754652098275.jpg,2.0,2.0,2.0,2.0,67252,67245,22489,22480,,,238.0,0.0,238.0,0.0,0.0,0.0,1.0,Okay ,solar_installation_no,,,"Installation okay, no L2 supply, no activity on site ",declaration_yes,uuid:4a702234-ae5b-402a-a1d0-5e1bfa249b10,-1.2746341 36.7976443 1686.199951171875 23.22800064086914,2025-08-08T11:27:16.512Z,219,KPL18417-RODGERS
41,2025-08-08T13:37:44.152+03:00,2025-08-08T14:17:12.538+03:00,collect:cYJ9jlnLW2CDT63l,"[37.2674581, -1.5210765, 1606.9000244140625]",040013030634,Kuku food Kenya limited,14018580.0,161849369,NAIROBI,MACHAKOS,HOSPITALITY,AMR_METERING,20646106,20646106,21594270,21503489,N/A,N/A,N/A,N/A,N/A,N/A,21594250,21503491,N/A,3P4W,1/1/,300/5,1754650589655.jpg,300/5,vt_ratio_1/1,y_n_no,ct_vt_match_yes,No  missmatch,zera_test_done_no,,,,,,84.0,84.0,61.0,62.0,46.0,47.0,Balanced,m_n_clamp_currents_yes,14:07:00.000+03:00,14:06:00.000+03:00,2025-08-08,2025-08-08,4182668,4179591,1754651463639.jpg,0,0,1754651499609.jpg,42.0,44.0,41.0,43.0,2320128,2318054,1862542,1861536,18.0,18.0,236.0,236.0,236.0,84.0,61.0,46.0,0.9,Reading okay,solar_installation_no,,,None,declaration_yes,uuid:4e230a66-44aa-4a8f-b221-81ac3129ef84,-1.5210765 37.2674581 1606.9000244140625 4.099999904632568,2025-08-08T11:17:13.628Z,317,KPL19491-RODGERS KIPCHUMBA
42,2025-08-08T14:02:54.234+03:00,2025-08-08T14:16:15.175+03:00,collect:Txc2FuXhwphk2M0a,"[36.8285109, -1.2985965, 1643.300048828125]",040016113459,Regal press,22407429.0,22407429,NAIROBI,NAIROBI NORTH,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,2015,2015,21913090,As above ,21913066,As above ,2015,2015,21913049,21916901,,,None ,3P4W,1/1/,1000/5,1754651446209.jpg,1000/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,Okay ,zera_test_done_no,,,,,,57.0,57.0,62.0,62.0,65.0,65.0,Ok,m_n_clamp_currents_yes,14:12:00.000+03:00,14:12:00.000+03:00,2025-08-08,2025-08-08,1485934,1481667,1754651593057.jpg,30,30,1754651614432.jpg,127.0,143.0,123.0,139.0,1398867,1394744,87069,86922,127.0,123.0,248.0,247.0,249.0,57.0,62.0,65.0,0.99,Okay ,solar_installation_no,,,Okay ,declaration_yes,uuid:892ac4c1-4c3c-4c93-b0e7-d32f36b658e4,-1.2985965 36.8285109 1643.300048828125 285.6600036621094,2025-08-08T11:16:17.604Z,241,KPL15731-mulandi
43,2025-08-08T11:40:50.551+03:00,2025-08-08T12:13:07.059+03:00,collect:qGIrdqXTIQFhnqze,"[36.8623411, -1.3077968, 1618]",040016110393,HI TECH,10244946.0,130205743,NAIROBI,NAIROBI SOUTH,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,2015,2015,21539819,21541283,20334776,20334776,2015,2015,21539824,21541280,,,None,3P4W,1/1/,500/5,1754643306019.jpg,500/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,No,zera_test_done_no,,,,,,126.0,128.0,171.0,171.0,167.0,163.0,Balanced,m_n_clamp_currents_yes,12:02:00.000+03:00,12:02:00.000+03:00,2025-08-08,2025-08-08,1578978,1574874,1754643870682.jpg,924,924,1754643910261.jpg,119.0,130.0,117.0,128.0,1301961,1298075,277024,276799,,,236.0,236.0,236.0,100.0,97.0,72.0,0.9,Okay,solar_installation_no,,,Okay,declaration_yes,uuid:0713ebe4-6eeb-49f9-8294-cb9c8101c51a,-1.3077968 36.8623411 1618.0 72.9000015258789,2025-08-08T11:12:18.037Z,273,KPL86480-MULWA
44,2025-08-08T13:46:08.470+03:00,2025-08-08T14:07:54.146+03:00,collect:RL8tYUKjMINfjjtf,"[36.8071368, -1.2679111, 1709.5]",040016114254,Hailing international co,,13775845,NAIROBI,NAIROBI NORTH,CONSTRUCTION,GROUND_MOUNTED_ACCESSIBLE,Metal plate ,Metal plate ,21926626,21926626,21926688,21926688,Metal plate ,Metal plate ,21975336,21975336,,,Metal plate ,3P4W,1/1/,200/5,1754650600119.jpg,200/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None ,zera_test_done_no,,,,,,50.0,50.0,30.0,30.0,34.0,34.0,Ok,m_n_clamp_currents_yes,14:03:00.000+03:00,14:03:00.000+03:00,2025-08-08,2025-08-08,232814,230267,1754651104310.jpg,6,6,1754651122547.jpg,35.0,38.0,33.0,34.0,190929,189092,41885,41174,45.0,33.0,247.0,247.0,248.0,46.0,32.0,41.0,0.92,Okay ,solar_installation_no,,,None ,declaration_yes,uuid:afdfe07f-9f75-4c31-976c-8ada81aebb28,-1.2679111 36.8071368 1709.5 15.199999809265137,2025-08-08T11:07:57.029Z,304,KPL18500-ELIJAH NJUE
45,2025-08-08T10:13:16.686+03:00,2025-08-08T14:04:58.814+03:00,collect:clhO7Mun9wEJ6ZUG,"[36.8618138, -1.3169989, 1615.699951171875]",040013031176,SR,2965385.0,110360914,NAIROBI,NAIROBI SOUTH,SERVICE,AMR_METERING,20270831,20270831,21541463,21541463,N/A,N/A,Blue star,Blue star,N/A,N/A,21541405,21538756,20133615,3P4W,1/1/,500/5,1754637808862.jpg,500/5,vt_ratio_1/1,y_n_no,ct_vt_match_yes,No,zera_test_done_no,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,Ok,m_n_clamp_currents_yes,13:26:00.000+03:00,13:26:00.000+03:00,2025-08-08,2025-08-08,251242,251242,1754637963296.jpg,4,4,1754638054436.jpg,0.0,0.0,0.0,0.0,175988,175988,75253,75253,,,230.0,245.0,234.0,0.0,0.0,0.0,0.0,Ok,solar_installation_no,,,"Installation okay,Fdc inspected by Onesmus, Florence and Nashon",declaration_yes,uuid:2f5136da-019b-450b-818f-1c6c4997dc63,-1.3169989 36.8618138 1615.699951171875 6.308000087738037,2025-08-08T11:05:00.371Z,275,KPL20048-ONESMUS
46,2025-08-08T13:36:22.294+03:00,2025-08-08T14:01:53.696+03:00,collect:1K0xDI7PpqUytdma,"[37.6558653, 0.0479018, 1565.4000244140625]",040016117031,Rajesh gadhi,,112530936,MOUNT_KENYA,MERU,HOSPITAL,GROUND_MOUNTED_ELEVATED,2021,2021,20960456,22322221,Not accessible ,Not accessible ,2021,2021,20964569,22322239,,,,3P4W,1/1/,300/5,1754650231216.jpg,300/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,No mismatch ,zera_test_done_no,,,,,,50.0,50.0,52.0,52.0,52.0,52.0,Ok,m_n_clamp_currents_yes,13:53:00.000+03:00,13:32:00.000+03:00,2025-08-08,2025-08-08,1727780,1723258,1754650474280.jpg,53572,53570,1754650557559.jpg,43.0,46.0,43.0,46.0,966326,963956,761455,759301,,,228.0,232.0,228.0,55.0,49.0,56.0,0.977,Ok,solar_installation_yes,Not available ,,Ok,declaration_yes,uuid:99ff17fc-6970-42ed-9203-6d603af30a98,0.0479018 37.6558653 1565.4000244140625 2.5999999046325684,2025-08-08T11:01:55.936Z,272,KPL16937-AYUB
47,2025-08-08T13:35:07.338+03:00,2025-08-08T13:57:58.137+03:00,collect:G1OsVykGIwMq4aId,"[36.9507596, -1.4169653, 1524.699951171875]",040016118675,Noorami investment company ltd,6126617.0,129342770,NAIROBI,MACHAKOS,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,Plate ,Plate ,21541538,21595279,None ,None ,001023/000992,001023/000992,21541556,21595269,,,None ,3P4W,1/1/,300/5,1754649925316.jpg,300/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None ,zera_test_done_no,,,,,,115.0,115.0,117.0,117.0,111.0,112.0,Balanced ,m_n_clamp_currents_yes,13:49:00.000+03:00,13:49:00.000+03:00,2025-08-08,2025-08-08,1554269,1541262,1754650387109.jpg,0,0,1754650437758.jpg,138.0,148.0,135.0,138.0,773892,766661,780380,774601,,75.0,230.0,234.0,230.0,103.0,118.0,101.0,0.99,Okay ,solar_installation_no,,,Installation and meter okay ,declaration_yes,uuid:5f567b90-9aef-4903-96b7-69542d2c6bc3,-1.4169653 36.9507596 1524.699951171875 52.6619987487793,2025-08-08T10:57:59.763Z,248,KPL52768-Musakue
48,2025-08-08T13:33:18.493+03:00,2025-08-08T13:48:24.819+03:00,collect:btwRkhG6ixoGvp8k,"[36.7926934, -1.2719814, 1688.199951171875]",40016117088,GEMINVEST LTD,,79603748,NAIROBI,NAIROBI WEST,HOSPITAL,GROUND_MOUNTED_ELEVATED,2016,2016,21732588,21732588,21732526,21732526,2016,2016,21731339,21771013,,,None ,3P4W,1/1/,300/5,1754649614986.jpg,300/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None ,zera_test_done_no,,,,,,165.0,166.0,134.0,135.0,99.0,98.5,Okay ,m_n_clamp_currents_yes,13:41:00.000+03:00,13:20:00.000+03:00,2025-08-08,2025-08-08,2586659,2575377,1754649768713.jpg,0,0,1754649842996.jpg,111.0,107.0,111.0,107.0,1464874,1458114,1121787,1117262,,,229.0,229.0,229.0,184.0,124.0,93.0,0.99,Okay ,solar_installation_no,,,Installation okay ,declaration_yes,uuid:bd766045-fb1d-4eda-be7f-c0bfd9675afd,-1.2719814 36.7926934 1688.199951171875 55.39400100708008,2025-08-08T10:48:25.344Z,219,KPL18417-RODGERS
49,2025-08-08T13:23:53.964+03:00,2025-08-08T13:40:48.084+03:00,collect:UeQgyKoV8ZfRbYo5,"[36.9705764, -1.4701561, 1554.0999755859375]",040016115094,Relief spartan epz ltd,2177237.0,21772377,NAIROBI,MACHAKOS,TEXTILE_INDUSTRY,GROUND_MOUNTED_ACCESSIBLE,Plare 2015,Plate 2015,Kpl21543911,Kpl21503347,Kplc20334873,Retained,Plate 2015,Plate 2015,Kpl21543992,Kpl21503345,,,None,3P4W,1/1/,200/5,1754649026692.jpg,200/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,No mismatch ,zera_test_done_no,,,,,,40.0,40.1,41.34,41.44,39.56,39.6,Balanced load,m_n_clamp_currents_yes,13:11:00.000+03:00,12:50:00.000+03:00,2025-08-08,2025-08-08,249618,246596,1754649294658.jpg,0,0,1754649325232.jpg,57.0,56.0,51.0,52.0,229615,226701,20003,19894,28.0,24.0,237.0,236.0,237.0,60.9,65.6,56.9,0.938,Wrong meter time (lagging 21min). All other readings okay,solar_installation_no,,,"Wrong meter time.

Meter and installation inspected and found okay",declaration_yes,uuid:0d9cbd5b-4b3c-4755-932b-5182dbfe2b81,-1.4701561 36.9705764 1554.0999755859375 175.24000549316406,2025-08-08T10:41:25.591Z,230,KPL52731-WERU
50,2025-08-08T13:21:22.305+03:00,2025-08-08T13:39:56.489+03:00,collect:Txc2FuXhwphk2M0a,"[36.8322604, -1.2963373, 1644.199951171875]",040016120518,Mecol,5310206.0,5310206,NAIROBI,NAIROBI NORTH,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,2015,2015,21045699,As above ,-94,As above ,2015,2015,21012106,21916938,,,None ,3P4W,1/1/,300/5,1754649085797.jpg,300/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,Ok,zera_test_done_no,,,,,,156.0,156.0,172.0,172.0,117.0,117.0,Ok,m_n_clamp_currents_yes,13:33:00.000+03:00,13:33:00.000+03:00,2025-08-08,2025-08-08,223583,219350,1754649261950.jpg,0,0,1754649282141.jpg,144.0,143.0,140.0,140.0,218629,214461,4956,4889,144.0,140.0,240.0,238.0,242.0,156.0,172.0,117.0,0.95,Ok,solar_installation_no,,,Okay ,declaration_yes,uuid:ed0f95d9-51db-4336-b5d0-3bfd23c91271,-1.2963373 36.8322604 1644.199951171875 100.0,2025-08-08T10:40:00.469Z,241,KPL15731-mulandi
51,2025-08-08T12:57:46.085+03:00,2025-08-08T13:37:47.497+03:00,collect:pv6IkcMuEpVFdPMO,"[40.1231358, -3.1908935, -23]",040016112763,Oasis beach management ltd,163686122.0,163686122,COAST,KILIFI,HOSPITALITY,GROUND_MOUNTED_ACCESSIBLE,N/A ,N/A,22216458,22216458,20610748,20610748,2016,2016,22217891,22217827,,,"20610753,20610767 and 20610731",3P4W,1/1/,300/5,1754648984774.jpg,300/5,vt_ratio_1/1,y_n_no,ct_vt_match_yes,No mismatch,zera_test_done_no,,,,,,100.0,101.0,72.0,72.0,33.0,34.0,Not balanced,m_n_clamp_currents_yes,13:32:00.000+03:00,13:32:00.000+03:00,2025-08-08,2025-08-08,3486788,3478067,1754649227753.jpg,0,0,1754649248472.jpg,109.9,116.0,107.0,114.0,2055812,2050428,1430976,1427642,109.0,107.0,238.0,235.0,238.0,73.0,84.0,29.0,0.93,Okay,solar_installation_no,,,Meter and installation found okay. Faulty communication module,declaration_yes,uuid:387c2ff7-ba47-417b-b85b-70885a2cf638,-3.1908935 40.1231358 -23.0 42.5,2025-08-08T10:37:48.141Z,245,KPL15750-OYARO
52,2025-08-08T12:58:44.283+03:00,2025-08-08T13:36:24.176+03:00,collect:av78KlH9C4BYXwLt,"[36.81952, -1.30053, 1691]",040016111292,TAJ MALL,,26929127,NAIROBI,NAIROBI WEST,MULTI_USE_OFFICE_COMPLEX,GROUND_MOUNTED_ACCESSIBLE,Plate 2015,Plate 2015,21743709,21776711,20753731,20753731,Plate 2015,Plate 2015,21804514,21776705,,,21749126 back door,3P4W,1/1/,1000/5,1754648520568.jpg,1000/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,Non,zera_test_done_no,,,,,,35.0,34.0,18.0,16.0,52.0,51.0,Ok,m_n_clamp_currents_yes,13:24:00.000+03:00,13:25:00.000+03:00,2025-08-08,2025-08-08,1971068,1969075,1754648794091.jpg,0,0,1754648832934.jpg,26.2,27.6,26.2,27.4,1242276,1240891,728792,728183,,26.0,250.0,249.0,248.0,27.4,14.0,24.0,0.9,Ok,solar_installation_no,,,Non,declaration_yes,uuid:1223d363-23df-4050-891b-dd4812ed494c,-1.30053 36.81952 1691.0 19.809999465942383,2025-08-08T10:36:29.532Z,240,KPL-2843-Migwi
53,2025-08-08T13:21:24.383+03:00,2025-08-08T13:35:04.281+03:00,collect:RL8tYUKjMINfjjtf,"[36.8072076, -1.2683665, 1676.800048828125]",040016113096,Stonehill development lmtd,,35531151,NAIROBI,NAIROBI NORTH,MULTI_USE_OFFICE_COMPLEX,GROUND_MOUNTED_ACCESSIBLE,Metal plate ,Metal plate ,21926684,21926684,20580692,20580692,Metal plate ,Metal plate ,21926693,21875196,,,Metal plate ,3P4W,1/1/,1500/5,1754648955196.jpg,1500/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None ,zera_test_done_no,,,,,,207.0,226.0,209.0,209.0,204.0,204.0,Okay ,m_n_clamp_currents_yes,13:31:00.000+03:00,13:31:00.000+03:00,2025-08-08,2025-08-08,8067423,8051312,1754649138524.jpg,1,1,1754649152186.jpg,165.0,175.0,163.0,173.0,5358022,5346974,2709403,2704338,165.0,163.0,250.0,249.0,251.0,184.0,216.0,254.0,0.99,Okay ,solar_installation_no,,,Okay ,declaration_yes,uuid:3e191a62-d6f7-4cce-a236-123018bc6b97,-1.2683665 36.8072076 1676.800048828125 51.93299865722656,2025-08-08T10:35:05.192Z,304,KPL18500-ELIJAH NJUE
54,2025-08-08T13:17:18.388+03:00,2025-08-08T13:28:52.966+03:00,collect:nssdbXMgLJDhMuaj,"[36.8024485, -1.29639, 1728.5]",040016118508,Safaricom,2839909.0,28399095,NAIROBI,NAIROBI WEST,SERVICE,GROUND_MOUNTED_ELEVATED,Hx2019,Hx2019,21732550,21732550,N/A,N/A,001492,001492,21732580,21770017,,,N/A,3P4W,1/1/,300/5,1754648603129.jpg,300/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None,zera_test_done_no,,,,,,156.0,156.0,137.0,137.0,123.0,123.0,Balanced ,m_n_clamp_currents_yes,13:24:00.000+03:00,13:24:00.000+03:00,2025-08-08,2025-08-08,3682989,3668266,1754648762913.jpg,0,0,1754648798376.jpg,101.0,105.0,98.0,103.0,1887240,1879821,1795751,1788444,0.0,0.0,232.0,232.0,237.0,143.0,132.0,120.0,0.98,Okay ,solar_installation_no,,,Installation Okay ,declaration_yes,uuid:2ba01952-e817-4377-9d93-8a3d26afd7f8,-1.29639 36.8024485 1728.5 1.7999999523162842,2025-08-08T10:28:56.057Z,281,KPL19439-MALEL
55,2025-08-08T13:13:51.195+03:00,2025-08-08T13:28:33.501+03:00,collect:btwRkhG6ixoGvp8k,"[36.792689, -1.2720632, 1688.199951171875]",40016117087,GEMINVEST LTD,,79603748,NAIROBI,NAIROBI WEST,HOSPITALITY,GROUND_MOUNTED_ELEVATED,2016,2016,21731316,21731316,21732579,21732579,2016,2016,21732546,21771027,,,None ,3P4W,1/1/,300/5,1754648489224.jpg,300/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,No,zera_test_done_no,,,,,,59.0,59.0,99.0,100.0,114.0,114.0,No well balanced ,m_n_clamp_currents_yes,13:23:00.000+03:00,13:03:00.000+03:00,2025-08-08,2025-08-08,3025982,3017024,1754648675193.jpg,0,0,1754648710974.jpg,93.0,88.0,93.0,88.0,1663201,1658235,1362782,1358788,,,228.0,228.0,228.0,47.0,92.0,115.0,1.0,Okay ,solar_installation_no,,,"Installation okay, loads not well balanced",declaration_yes,uuid:d4886f81-bf3e-4c89-8621-ce2fa0d9c47b,-1.2720632 36.792689 1688.199951171875 43.9370002746582,2025-08-08T10:28:33.942Z,219,KPL18417-RODGERS
