,start,end,device_id,xy,meter_number,meter_installation,srn_number,account_number,region,county,type_of_industry,metering_installation,programming_initial,programming_final,meter_terminal_initial,meter_terminal_final,test_block_initial,test_block_final,meter_body_seal_initial,meter_body_seal_final,smart_meter_enclosure_initial,smart_meter_enclosure_final,amr_initial,amr_final,other_seals,connection_configs,meter_voltage_at_site,ct_ratio_programmed,ct_ratio_at_meter,ct_ratio_installed,vt_ratio,ct_vt_done,ct_vt_match,mismatch_description,zera_test_done,error_trial_per,error_test_remarks,error_per,test_results_remarks,meter_pass_test,red_phase_amcorder,red_phase_meter,yellow_phase_amcoder,yellow_phase_meter,blue_phase_amcorder,blue_phase_meter,load_balancing,m_n_clamp_currents,time_actual,part_eight/time_meter,date_actual,date_meter,current_180_kwh,memory_180_kwh,image_180_kwh,current_280_kwh,memory_280_kwh,image_280_kwh,current_960_kva,memory_960_kva,current_150_kwh,memory_150_kwh,current_181_kwh,part_eight/memory_181_kwh,current_182_kwh,memory_182_kwh,instateneous_970_kva,instateneous_170_kva,red_phase_voltage,yellow_phase_voltage,blue_phase_voltage,red_phase_current,yellow_phase_current,blue_phase_current,power_factor,reading_remarks,solar_installation,solar_size,solar_installation_date,overall_remarks,declaration,instance_id,instance_name,submission_date,submitter_id,submitter_name
10,2025-08-09T11:55:43.873+03:00,2025-08-09T12:05:55.347+03:00,collect:8g7CvBhTHeg9gsvL,"[37.6414665, 0.0497879, 1665]",040016112312,Meru water and sewerage ,2251917.0,22519177,MOUNT_KENYA,MERU,WATER_COMPANY,POLE_MOUNTED_ELEVATED,2016,2016,20964587,22300756,Na,Na,2016,2016,None ,22300725,,,None,3P4W,1/1/,200/5,1754730055157.jpg,200/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None,zera_test_done_no,,,,,,0.2,0.2,0.0,240.0,241.0,239.0,Ok,m_n_clamp_currents_yes,12:02:00.000+03:00,12:02:00.000+03:00,2025-08-09,2025-08-09,3011426,3005915,1754730207401.jpg,12,12,1754730225778.jpg,67.0,68.0,64.0,65.0,1416542,1413950,1594884,1591964,,,241.0,240.0,239.0,0.0,0.0,0.2,0.9,Okay ,solar_installation_no,,,Ok,declaration_yes,uuid:361862d9-a7ac-4fdf-ac8f-a0962a17542b,0.0497879 37.6414665 1665.0 5.611999988555908,2025-08-09T09:06:04.776Z,272,KPL16937-AYUB
11,2025-08-07T16:44:33.845+03:00,2025-08-09T11:30:39.394+03:00,collect:8g7CvBhTHeg9gsvL,"[37.6444928, 0.0595708, 1661.0999755859375]",040016115381,MS MERU TEACHERS TRAINING ,710091.0,17100918,MOUNT_KENYA,MERU,ACADEMIC_INSTITUTIONS,POLE_MOUNTED_ELEVATED,20208543,20208543,20353435,22300788,Na,Na,Na,Na,20984719,22300792,,,Na,3P4W,1/1/,1/1,1754727693854.jpg,1/1,vt_ratio_1/1,y_n_no,ct_vt_match_yes,None ,zera_test_done_no,,,,,,0.0,0.0,0.2,0.0,0.0,0.3,Ok,m_n_clamp_currents_yes,11:23:00.000+03:00,11:23:00.000+03:00,2025-08-09,2025-08-09,818373,7099882,1754727938820.jpg,2,2,1754727969642.jpg,44.0,39.0,43.0,38.0,409988,408388,408385,407258,,,240.0,243.0,241.0,0.0,0.0,0.2,0.9,Ok,solar_installation_no,,,Okay ,declaration_yes,uuid:09aecdb9-69c4-41b6-8fdf-21993303743a,0.0595708 37.6444928 1661.0999755859375 58.75899887084961,2025-08-09T08:30:40.212Z,272,KPL16937-AYUB
12,2025-08-09T10:52:06.644+03:00,2025-08-09T11:21:57.026+03:00,collect:cYJ9jlnLW2CDT63l,"[37.2606267, -1.523285, 1590.699951171875]",040016112566,SHRI GAYATRI BOREWELL LTD,164127320.0,164127320,NAIROBI,MACHAKOS,MANUFACTURING,POLE_MOUNTED_ACCESSIBLE,Plate type-2015,Plate type-2015,21487908,21503484,20330037,20330037,Plate type - 2015,Plate type - 2015,21500501,21503467,,,None,3P4W,1/1/,300/5,1754726442630.jpg,300/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,No missmatch,zera_test_done_no,,,,,,29.0,29.0,21.0,21.0,23.0,23.0,Balanced loads,m_n_clamp_currents_yes,11:03:00.000+03:00,11:04:00.000+03:00,2025-08-09,2025-08-09,810366,809905,1754726688749.jpg,169,169,1754726719071.jpg,11.0,14.0,9.0,14.0,531280,530964,279085,278940,,,232.0,231.0,235.0,29.0,21.0,23.0,0.9,Okay,solar_installation_no,,,No incidences,declaration_yes,uuid:94f2febb-50b0-42ad-a9f6-bd47885290cf,-1.523285 37.2606267 1590.699951171875 2.700000047683716,2025-08-09T08:21:57.578Z,317,KPL19491-RODGERS KIPCHUMBA
13,2025-08-07T17:26:23.752+03:00,2025-08-09T09:41:10.087+03:00,collect:BOOsp9s0hgL4BCg1,"[37.8635467, -2.33862, 1001.2]",040016117869,Kenya pipeline,,28014900,NAIROBI,MAKUENI,SERVICE,GROUND_MOUNTED_ELEVATED,2016,2016,20602224,Kp20602224,Kp20602248..20602281,Kp20602248..20602281,2016,2016,Kplc20337450,Kpl21539444,,,,3P3W,132000/110,25/1,1754577116293.jpg,25/1,vt_ratio_132000/110,y_n_no,ct_vt_match_yes,No mismatch,zera_test_done_no,,,,,,0.25,0.25,0.0,0.0,0.25,0.25,Balanced,m_n_clamp_currents_yes,09:33:00.000+03:00,09:33:00.000+03:00,2025-08-09,2025-08-09,12016965,12012705,1754577236569.jpg,216153,214983,1754577275120.jpg,60.0,60.0,30.0,30.0,6564939,6563097,5422026,5449608,,,132000.0,135900.0,137412.0,0.25,0.0,0.25,0.3,Poor pf,solar_installation_no,,,Installation in okay,declaration_yes,uuid:db26790d-fe5e-4e1e-9f47-6290cc3a9dca,-2.33862 37.8635467 1001.2 4.599999904632568,2025-08-09T06:41:21.246Z,253,KPL17162-Njaramba
14,2025-08-08T13:48:41.474+03:00,2025-08-08T14:35:24.869+03:00,collect:av78KlH9C4BYXwLt,"[36.8161111, -1.3014686, 1777.3]",040016112141,ASSOCIATED CONSTRUCTION LTD,,39582085,NAIROBI,NAIROBI WEST,MULTI_USE_OFFICE_COMPLEX,GROUND_MOUNTED_ACCESSIBLE,Plate  2015,Plate  2015,Nil,21804571,207533748,207533748,Plate  2015,Plate  2015,Nil,21776759,,,21039006 back door,3P4W,1/1/,1000/5,1754652319732.jpg,1000/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,Non,zera_test_done_no,,,,,,40.0,41.0,48.0,47.0,45.0,47.0,Ok,m_n_clamp_currents_yes,14:26:00.000+03:00,14:27:00.000+03:00,2025-08-08,2025-08-08,2142148,2138369,1754652555250.jpg,1,1,1754652585768.jpg,43.2,48.0,43.2,47.8,1334404,1331933,807744,806436,,,246.0,247.0,245.0,44.2,47.0,40.0,0.99,Ok,solar_installation_no,,,Non,declaration_yes,uuid:0de74f43-18dc-44ef-8a44-80c0c4646229,-1.3014686 36.8161111 1777.3 899.9990234375,2025-08-08T16:13:03.932Z,240,KPL-2843-Migwi
15,2025-08-07T11:50:52.424+03:00,2025-08-08T18:54:30.415+03:00,collect:OUVBvpeZUMgbQSfF,"[36.8322598, -1.3251386, 1641.0999755859375]",040016117603,National oil,,4135998,NAIROBI,NAIROBI WEST,GOVT_PARASTATAL,GROUND_MOUNTED_ACCESSIBLE,,,21745562,21742833,,,,,,,,,,3P4W,1/1/,1/1,1754556827322.jpg,1/1,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None,zera_test_done_no,,,,,,55.0,55.0,17.0,17.0,35.0,35.0,Not balanced,m_n_clamp_currents_yes,11:55:00.000+03:00,11:55:00.000+03:00,2025-08-07,2025-08-07,642326,640332,1754556939841.jpg,115,115,1754556978276.jpg,21.0,32.0,21.0,32.0,313908,312960,328418,327371,,,237.0,240.0,239.0,50.0,16.0,29.0,0.999,Okay,solar_installation_no,,,Installation okay,declaration_yes,uuid:cb7df2d1-54f9-488d-9046-88579fc933c9,-1.3251386 36.8322598 1641.0999755859375 137.3800048828125,2025-08-08T15:54:30.705Z,235,KPL84004-KARATU
16,2025-08-07T11:59:05.413+03:00,2025-08-08T18:54:23.120+03:00,collect:OUVBvpeZUMgbQSfF,"[36.8323139, -1.3251297, 1641.0999755859375]",040013030115,National,,4135996,NAIROBI,NAIROBI WEST,GOVT_PARASTATAL,AMR_METERING,,,21746492,21771084,,,,,,,,,,3P4W,1/1/,200/5,1754557289848.jpg,200/5,vt_ratio_1/1,y_n_no,ct_vt_match_yes,None,zera_test_done_no,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,Okay,m_n_clamp_currents_yes,12:02:00.000+03:00,12:02:00.000+03:00,2025-08-07,2025-08-07,125184,124968,1754557434463.jpg,0,0,1754557463064.jpg,9.0,9.0,8.0,9.0,79444,79332,45740,45635,,,238.0,240.0,239.0,16.0,15.0,9.0,0.86,Unbalanced,solar_installation_no,,,Replace with advanced meter,declaration_yes,uuid:4f8c5401-c561-42d0-8cb5-b1fdc85b2c6e,-1.3251297 36.8323139 1641.0999755859375 867.6099853515625,2025-08-08T15:54:23.496Z,235,KPL84004-KARATU
17,2025-08-08T10:43:42.447+03:00,2025-08-08T17:11:07.451+03:00,collect:BOOsp9s0hgL4BCg1,"[37.9690036, -2.4048254, 875.3999633789062]",040016112329,Hort. crop dev.author,,21904721,NAIROBI,MAKUENI,AGRIBUSINESS,POLE_MOUNTED_ELEVATED,2015,2015,20337415,Kplc20337415,Kplc20334291,Kplc20334291,2015,2015,None,Kpl21539492,,,,3P4W,1/1/,200/5,1754639789853.jpg,200/5,vt_ratio_1/1,y_n_no,ct_vt_match_yes,No mismatch,zera_test_done_no,,,,,,4.0,4.0,6.0,6.0,4.0,4.0,Balanced,m_n_clamp_currents_yes,10:57:00.000+03:00,10:57:00.000+03:00,2025-08-08,2025-08-08,168646,168552,1754639916480.jpg,1123,1123,1754639960657.jpg,5.0,5.0,4.0,4.0,70838,70793,97807,97758,,,235.0,244.0,245.0,5.0,8.0,5.0,0.9,Okay,solar_installation_no,,,Installation okay,declaration_yes,uuid:b28304d8-ae2b-454f-8182-0f993a98e0e9,-2.4048254 37.9690036 875.3999633789062 14.300000190734863,2025-08-08T14:11:47.250Z,253,KPL17162-Njaramba
18,2025-08-08T16:44:32.568+03:00,2025-08-08T16:55:14.457+03:00,collect:Txc2FuXhwphk2M0a,"[36.8284216, -1.3020795, 1641.4000244140625]",040016117247,CMC Motors,0.0,0,NAIROBI,NAIROBI NORTH,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,2015,2015,20616449,As above ,21026275,As above ,2015,2015,21034428,21916972,,,None ,3P4W,1/1/,200/5,1754660963663.jpg,200/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,Okay ,zera_test_done_no,,,,,,52.0,52.0,52.0,52.0,61.0,61.0,Okay ,m_n_clamp_currents_yes,16:50:00.000+03:00,16:50:00.000+03:00,2025-08-08,2025-08-08,1706970,1703992,1754661097368.jpg,0,0,1754661125250.jpg,61.0,56.0,57.0,49.0,1207835,1205733,499135,498258,61.0,57.0,254.0,254.0,253.0,52.0,52.0,61.0,0.93,Okay ,solar_installation_no,,,Ok,declaration_yes,uuid:479cfbfa-d617-4a4e-a6e8-c406de7bd2c4,-1.3020795 36.8284216 1641.4000244140625 82.5,2025-08-08T13:55:16.141Z,241,KPL15731-mulandi
19,2025-08-08T16:33:12.148+03:00,2025-08-08T16:54:07.174+03:00,collect:nlS2cBM7kSzG2C0C,"[37.268514, -1.5177255, 1612.800048828125]",040016113555,Gelian investment ,11.0,49203326,NAIROBI,MACHAKOS,HOSPITALITY,GROUND_MOUNTED_ACCESSIBLE,Plate type -2015,Plate type -2015,20511435,20503443,20612337,20612337,Plate type-2015,Plate type-2015,20500521,20503466,,,"CT R-20612371,CT y-20612498,CT B-20612301",3P4W,1/1/,500/5,1754660521892.jpg,500/5,vt_ratio_1/1,y_n_no,ct_vt_match_yes,No missmatch ,zera_test_done_no,,,,,,74.0,74.0,159.0,159.0,156.0,156.0,Okay ,m_n_clamp_currents_yes,16:44:00.000+03:00,16:02:00.000+03:00,2025-08-08,2025-08-08,4131503,4122881,1754660764731.jpg,440,440,1754660790104.jpg,119.0,175.0,119.0,175.0,2500984,2495727,1630521,1627153,,,240.0,241.0,240.0,67.0,156.0,165.0,0.9,Okay,solar_installation_yes,62KW,2025-08-08,Meter okay ,declaration_yes,uuid:902994b6-86b6-4d6e-ba41-59313042597d,-1.5177255 37.268514 1612.800048828125 129.80099487304688,2025-08-08T13:54:08.357Z,316,KPL18450-EMILY
20,2025-08-08T16:26:29.497+03:00,2025-08-08T16:40:49.661+03:00,collect:Txc2FuXhwphk2M0a,"[36.8284493, -1.3020965, 1639.800048828125]",040016114069,CMC Motors,0.0,0,NAIROBI,NAIROBI NORTH,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,2015,2015,21045692,As above ,20616450,As above ,2015,2015,21045628,21916947,,,None ,3P4W,1/1/,300/5,1754660062232.jpg,300/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,Ok,zera_test_done_no,,,,,,17.0,17.0,9.0,9.0,31.0,31.0,Ok,m_n_clamp_currents_yes,16:37:00.000+03:00,16:37:00.000+03:00,2025-08-08,2025-08-08,628965,627458,1754660288329.jpg,69,67,1754660309186.jpg,31.0,42.0,30.0,41.0,415212,414417,213753,213041,31.0,31.0,250.0,251.0,251.0,17.0,9.0,31.0,0.99,Okay ,solar_installation_no,,,Okay ,declaration_yes,uuid:658b9c66-fb1c-4bf0-9af7-a6ec12e4ce1f,-1.3020965 36.8284493 1639.800048828125 31.236000061035156,2025-08-08T13:40:51.055Z,241,KPL15731-mulandi
21,2025-08-08T16:21:44.940+03:00,2025-08-08T16:35:08.872+03:00,collect:G1OsVykGIwMq4aId,"[36.9488368, -1.4194746, 1533.5999755859375]",040016119739,Doer industrial company limited ,6680979.0,170041527,NAIROBI,MACHAKOS,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,Plate ,Plate ,21541522,21503321,None ,None ,21426010/21426012,21426010/21426012,21541572,21503395,,,None ,3P4W,1/1/,200/5,1754659648551.jpg,200/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None,zera_test_done_no,,,,,,69.0,69.0,79.0,79.0,115.0,115.0,Unbalanced ,m_n_clamp_currents_yes,16:30:00.000+03:00,16:30:00.000+03:00,2025-08-08,2025-08-08,357648,353635,1754659917497.jpg,0,0,1754659957946.jpg,77.0,82.0,70.0,80.0,261013,257879,96635,95756,,,226.0,226.0,226.0,61.0,64.0,74.0,0.94,Okay ,solar_installation_no,,,Okay ,declaration_yes,uuid:323b4043-27b2-4082-9cdc-c044ef8aa51d,-1.4194746 36.9488368 1533.5999755859375 21.187999725341797,2025-08-08T13:35:10.079Z,248,KPL52768-Musakue
22,2025-08-08T15:45:36.748+03:00,2025-08-08T16:11:09.252+03:00,collect:nlS2cBM7kSzG2C0C,"[37.269349, -1.5199825, 1606.300048828125]",040010110041,Naivas supermarket ,33564612.0,35646122,NAIROBI,MACHAKOS,SUPERMARKET,AMR_METERING,20724267,20724267,21487980,21503493,20942372/20942325,20942372/20942325,NA,NA,NA,NA,21487938,21503424,NA,3P4W,1/1/,500/5,1754657838934.jpg,500/5,vt_ratio_1/1,y_n_no,ct_vt_match_yes,No missmatch ,zera_test_done_no,,,,,,128.0,127.0,94.0,95.0,146.0,144.0,Okay ,m_n_clamp_currents_yes,16:03:00.000+03:00,15:59:00.000+03:00,2025-08-08,2025-08-08,9579917,9565915,1754658312988.jpg,3,3,1754658341520.jpg,142.0,149.0,140.0,147.0,6149039,6140597,3430879,3425317,86.0,84.0,245.0,246.0,245.0,127.0,94.0,144.0,0.9,Okay,solar_installation_no,,,Meter okay,declaration_yes,uuid:ce2aae48-a3be-4813-82d0-856807d10c0e,-1.5199825 37.269349 1606.300048828125 9.093000411987305,2025-08-08T13:11:09.234Z,316,KPL18450-EMILY
23,2025-08-08T15:41:10.207+03:00,2025-08-08T16:04:28.257+03:00,collect:UeQgyKoV8ZfRbYo5,"[36.9488317, -1.4201567, 1535.4000244140625]",040016118410,HI-TECH GRANITE INDUSTRIES LIMITED,7378861.0,73788618,NAIROBI,MACHAKOS,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,Plate 2019,Retained,Kpl21541582,Kpl21503392,No test block,Na,000456  & 000447,Retained,Kpl21541524,Kpl21503390,,,None,3P4W,1/1/,300/5,1754657502819.jpg,300/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,No mismatch,zera_test_done_no,,,,,,132.0,132.0,129.0,129.0,125.0,125.0,Balanced load,m_n_clamp_currents_yes,15:55:00.000+03:00,15:55:00.000+03:00,2025-08-08,2025-08-08,759262,755118,1754657942843.jpg,0,0,1754657968991.jpg,101.0,104.0,99.0,104.0,689546,686245,69719,68872,,,230.0,229.0,230.0,121.0,132.6,104.7,0.97,Readings okay ,solar_installation_no,,,Meter and installation inspected and found okay.,declaration_yes,uuid:8e42a267-b562-4ac4-a27a-ad741a15f7b6,-1.4201567 36.9488317 1535.4000244140625 11.732999801635742,2025-08-08T13:04:32.201Z,230,KPL52731-WERU
24,2025-08-08T15:46:26.371+03:00,2025-08-08T15:59:47.617+03:00,collect:Txc2FuXhwphk2M0a,"[36.8303328, -1.3021135, 1641.699951171875]",040016113310,Car and general,0.0,0,NAIROBI,NAIROBI NORTH,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,2015,2015,21045700,As above ,20758388,As above ,2015,2015,21034491,21913095,,,None ,3P4W,1/1/,1000/5,1754657574242.jpg,1000/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,Okay ,zera_test_done_no,,,,,,25.0,25.0,0.0,0.0,8.0,8.0,Ok,m_n_clamp_currents_yes,15:54:00.000+03:00,15:54:00.000+03:00,2025-08-08,2025-08-08,438092,437597,1754657727974.jpg,1,1,1754657764197.jpg,14.0,15.0,14.0,15.0,274286,274152,163806,163444,14.0,14.0,243.0,244.0,244.0,25.0,0.0,8.0,1.0,Okay ,solar_installation_no,,,Okay ,declaration_yes,uuid:5b4092a3-bd95-4415-84bc-659ba7542e67,-1.3021135 36.8303328 1641.699951171875 11.706999778747559,2025-08-08T12:59:49.545Z,241,KPL15731-mulandi
25,2025-08-08T15:27:44.611+03:00,2025-08-08T15:42:07.026+03:00,collect:btwRkhG6ixoGvp8k,"[36.7681955, -1.2806623, 1767.300048828125]",40016112237,ALAIA LIMITED,,116681111,NAIROBI,NAIROBI WEST,HOSPITALITY,GROUND_MOUNTED_ACCESSIBLE,2015,2015,21801063/21020861,21801063/21020861,20735768,20735768,2015,2015,20096406/21801033,21771046/39,,,None ,3P4W,1/1/,1000/5,1754656489219.jpg,1000/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None ,zera_test_done_no,,,,,,233.0,233.0,230.0,231.0,196.0,195.0,Okay ,m_n_clamp_currents_yes,15:37:00.000+03:00,15:37:00.000+03:00,2025-08-08,2025-08-08,11819474,11797634,1754656723933.jpg,6,6,1754656758129.jpg,175.0,192.0,174.0,191.0,6239374,6227941,5580104,5569693,,,235.0,234.0,234.0,197.0,220.0,222.0,0.9,Okay ,solar_installation_no,,,Installation okay ,declaration_yes,uuid:60176fbe-1f50-4120-8e99-7023114d30ac,-1.2806623 36.7681955 1767.300048828125 20.0,2025-08-08T12:42:08.074Z,219,KPL18417-RODGERS
26,2025-08-08T15:31:26.710+03:00,2025-08-08T15:41:35.897+03:00,collect:Txc2FuXhwphk2M0a,"[36.8303238, -1.3021259, 1641.699951171875]",040016113136,Car and General,0.0,0,NAIROBI,NAIROBI NORTH,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,2015,2015,21026250,As above ,20758338,As above ,2015,2015,21045677,21916903,,,None ,3P4W,1/1/,1000/5,1754656587391.jpg,1000/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,Ok,zera_test_done_no,,,,,,3.0,3.0,3.0,3.0,4.0,4.0,Okay ,m_n_clamp_currents_yes,15:37:00.000+03:00,15:37:00.000+03:00,2025-08-08,2025-08-08,2249747,2249578,1754656704646.jpg,145,145,1754656725439.jpg,10.0,4.0,7.0,3.0,1994497,1994387,255249,255191,10.0,7.0,238.0,238.0,237.0,3.0,3.0,2.0,96.0,Okay ,solar_installation_no,,,Okay ,declaration_yes,uuid:5f2323ae-e28a-4d22-a722-a4d3c8c012b8,-1.3021259 36.8303238 1641.699951171875 36.900001525878906,2025-08-08T12:41:37.577Z,241,KPL15731-mulandi
27,2025-08-08T12:26:36.022+03:00,2025-08-08T15:39:32.915+03:00,collect:LXAedgeOP2YuJsTh,"[36.8610738, -1.3179219, 1617.4000244140625]",040013030376,East African sea Food,2139614.0,21396146,NAIROBI,NAIROBI SOUTH,FOOD_PROCESSING,AMR_METERING,0037715,0037715,21539798,21539798,20937573,20937573,Blue star,Blue star,N/A,N/A,21539788,21538713,,3P4W,1/1/,500/5,1754645655666.jpg,500/5,vt_ratio_1/1,y_n_no,ct_vt_match_yes,No,zera_test_done_no,,,,,,106.0,106.0,88.0,88.0,80.0,80.0,Load imbalance,m_n_clamp_currents_yes,15:36:00.000+03:00,15:36:00.000+03:00,2025-08-08,2025-08-08,4172994,4168661,1754645880435.jpg,0,390,1754645914133.jpg,90.0,102.0,84.0,99.0,2479961,2478277,1693035,1690383,57.0,56.0,235.0,235.0,236.0,106.0,88.0,80.0,0.9,Load imbalance,solar_installation_no,,,"Installation ok
Load imbalance,customer advised
Inspected by Florence Nashon Onesmus",declaration_yes,uuid:00aa3683-a941-4255-b29e-1d3a2c5a3a1a,-1.3179219 36.8610738 1617.4000244140625 10.881999969482422,2025-08-08T12:39:34.872Z,276,KPL19864-NASHON
28,2025-08-08T15:13:14.265+03:00,2025-08-08T15:39:00.388+03:00,collect:G1OsVykGIwMq4aId,"[36.9495729, -1.4191927, 1535.4000244140625]",040016110372,Doer industrial company ltd,6844998.0,170030215,NAIROBI,MACHAKOS,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,Plate ,Plate ,21541534,21503359,20566356,20566356,Plate ,Plate ,21541510,21503320,,,None ,3P4W,1/1/,500/5,1754655845240.jpg,500/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None ,zera_test_done_no,,,,,,134.0,134.0,133.0,133.0,148.0,148.0,Unbalanced ,m_n_clamp_currents_yes,15:28:00.000+03:00,15:30:00.000+03:00,2025-08-08,2025-08-08,6016758,5994786,1754656297881.jpg,20,20,1754656395567.jpg,278.0,271.0,273.0,268.0,3531512,3517368,2485249,2477147,,,228.0,227.0,227.0,132.0,142.0,150.0,0.99,None ,solar_installation_no,,,Okay ,declaration_yes,uuid:aa055f39-d0b2-4072-886c-d81a94b15375,-1.4191927 36.9495729 1535.4000244140625 100.0,2025-08-08T12:39:02.356Z,248,KPL52768-Musakue
29,2025-08-08T11:55:01.857+03:00,2025-08-08T15:16:30.827+03:00,collect:DiuDOZhTJ7fV9id6,"[36.8610929, -1.3178286, 1619]",0400163509,Vajas manufactures,2384451.0,23844515,NAIROBI,NAIROBI SOUTH,TEXTILE_INDUSTRY,GROUND_MOUNTED_ACCESSIBLE,2015,2015,21541442,21539748,20555200,20555200,2015,2015,20541446,21538718,,,N/a,3P4W,1/1/,500/5,1754643861348.jpg,500/5,vt_ratio_1/1,y_n_no,ct_vt_match_yes,No,zera_test_done_no,,,,,,114.0,114.0,102.0,102.0,83.0,83.0,Ok,m_n_clamp_currents_yes,12:11:00.000+03:00,12:11:00.000+03:00,2025-08-08,2025-08-08,6810301,6800578,1754644636972.jpg,1,1,1754644484684.jpg,117.0,149.0,117.0,149.0,4037796,4031798,2772499,2768780,,,232.0,232.0,231.0,114.0,102.0,83.0,0.9,Okay,solar_installation_no,,,"Metering ok 
Recommendation O/m to provide standard padlock for TX room G15196",declaration_yes,uuid:1988e761-9330-4820-9b20-4b1eab3c50f9,-1.3178286 36.8610929 1619.0 142.5,2025-08-08T12:16:32.311Z,252,KPL15578-Florence
30,2025-08-08T15:00:10.465+03:00,2025-08-08T15:12:47.797+03:00,collect:Txc2FuXhwphk2M0a,"[36.8290774, -1.2991324, 1641]",040016111551,Switch gear,0.0,0,NAIROBI,NAIROBI NORTH,MANUFACTURING,GROUND_MOUNTED_ACCESSIBLE,2015,2015,21913072,As above ,20796226,As above ,2015,2015,21913036,21916984,,,Okay ,3P4W,1/1/,500/5,1754654789731.jpg,500/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,Okay ,zera_test_done_no,,,,,,91.0,91.0,108.0,108.0,121.0,121.0,Ok,m_n_clamp_currents_yes,15:08:00.000+03:00,15:08:00.000+03:00,2025-08-08,2025-08-08,1678168,1673323,1754654993033.jpg,451,451,1754655015081.jpg,123.0,126.0,122.0,125.0,1518684,1514142,159484,159180,123.0,122.0,245.0,246.0,246.0,91.0,108.0,121.0,0.98,Okay ,solar_installation_no,,,Okay ,declaration_yes,uuid:4b37fe6a-b0ea-482e-8d46-16262b9afe69,-1.2991324 36.8290774 1641.0 56.099998474121094,2025-08-08T12:12:50.283Z,241,KPL15731-mulandi
31,2025-08-08T14:54:43.971+03:00,2025-08-08T15:12:35.835+03:00,collect:axfENzTQCUlIhXbm,"[36.7638768, -1.3943199, 1720.800048828125]",040016116506,Limited investment kirsek,3702325.0,37023272,NAIROBI,KAJIADO,SHOPPING_MALL,GROUND_MOUNTED_ELEVATED,2016,2016,Kpl21746306,Kpl21746306,Kpl21746308,Kpl21746308,Kpl21746306,Kpl21746306,Kpl21754848,21862827,,,,3P4W,1/1/,200/5,1754654545488.jpg,200/5,vt_ratio_1/1,y_n_yes,ct_vt_match_yes,None,zera_test_done_no,,,,,,56.0,56.0,58.0,58.0,75.0,75.0,Poor ,m_n_clamp_currents_yes,15:06:00.000+03:00,15:06:00.000+03:00,2025-08-08,2025-08-08,2945848,2938916,1754654849923.jpg,0,0,1754654895652.jpg,58.0,64.0,57.0,64.0,1721348,1717170,1224501,1221726,0.0,0.0,237.0,235.0,235.0,60.0,69.0,76.0,0.99,Ok,solar_installation_no,,,Installation ok ,declaration_yes,uuid:e0543056-f5d7-4d50-ae17-3c4ab7b48d5f,-1.3943199 36.7638768 1720.800048828125 25.343000411987305,2025-08-08T12:12:36.135Z,233,KPL16274-SAWE
32,2025-08-08T09:20:44.553+03:00,2025-08-08T15:07:52.200+03:00,collect:nlS2cBM7kSzG2C0C,"[37.2676003, -1.5215182, 1609.0999755859375]","
040011050032",Quick mart,189228.0,141146819,NAIROBI,MACHAKOS,SUPERMARKET,AMR_METERING,20724388,20724388,20615556,20503468,NA,NA,NA,NA,NA,NA,Direct meter,Direct meter,NA,3P4W,1/1/,1/1,1754653293915.jpg,1/1,vt_ratio_1/1,y_n_no,ct_vt_match_yes,No missmatch,zera_test_done_no,,,,,,45.0,45.0,66.0,66.0,51.0,51.0,Balanced ,m_n_clamp_currents_yes,14:44:00.000+03:00,14:40:00.000+03:00,2025-08-08,2025-08-08,3091872,3087175,1754653840300.jpg,0,0,1754653726857.jpg,53.0,53.0,52.0,53.0,1882552,1879404,1209321,1207770,38.0,37.0,226.0,222.0,223.0,45.0,66.0,51.0,0.9,Meter okay ,solar_installation_no,,,Metering okay,declaration_yes,uuid:e5639781-4ff7-4181-ad0f-05c21a8ef731,-1.5215182 37.2676003 1609.0999755859375 50.37200164794922,2025-08-08T12:07:52.441Z,316,KPL18450-EMILY
